name;currency;experience;location;skills;link
Career Opportunities: Deputy Manager (45269);USD;5-10;Mexico;digital transformation, data science, engineering capability, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (44622);USD;1-5;Mexico;data science, digital transformation, technology services, engineering expertise, domain understanding, consulting, domain expert, program manager, telecom;n/a
Student Researcher, BS/MS, Fall 2025;USD;0;Canada;python programming, machine learning, data science, research experience, natural language processing, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Senior-QA Engineer (46582);USD;5-10;Mexico;data science expertise, digital transformation, engineering skills, domain understanding, client engagement, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46392);USD;3-5;Mexico;data science expertise, digital transformation, engineering knowledge, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Executive (46237);USD;5-10;Mexico;data science expertise, digital transformation, engineering skills, technology services, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Deputy Manager (44566);USD;5-10;Mexico;data science expertise, technology services, digital transformation, engineering skills, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46392);USD;3-7;Mexico;data science methodologies, engineering principles, digital transformation, client engagement, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46394);USD;3-5;Mexico;data science expertise, engineering proficiency, technology services, digital transformation, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (46341);USD;5-10;Mexico;data science techniques, digital transformation, engineering principles, business strategy, client engagement, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior-Software Engineer (46072);USD;3-5;Mexico;digital transformation, data science expertise, engineering principles, domain understanding, structured onboarding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Data Engineer (46035);USD;5-10;Mexico;data science expertise, digital transformation, engineering skills, domain knowledge, client management, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Manager (46054);USD;3-5;Mexico;data science expertise, digital transformation, engineering solutions, program management, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Team Lead (46523);USD;3-5;Mexico;aws cloud services, api integration, , net development, corporate actions, data science, program manager, .net, telecom, technical skills;n/a
Career Opportunities: Senior Data Engineer (46393);USD;5-10;Mexico;data science expertise, digital transformation, engineering capabilities, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46392);USD;5-8;Mexico;data science expertise, technology services, business transformation, engineering capabilities, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Manager (46054);USD;5-10;Mexico;data science expertise, digital transformation, client consultation, technical architecture, engineering skills, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (45953);USD;5-8;Mexico;data science expertise, digital transformation, engineering skills, program management, agile methodologies, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Software Developer (45876);USD;3-7;Mexico;data science skills, engineering expertise, digital transformation, technology services, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Software Developer (45877);USD;5-10;Mexico;digital transformation, data science expertise, engineering skills, technology services, client management, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (45797);USD;3-7;Mexico;data science expertise, digital transformation, technology integration, engineering capabilities, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Deputy Manager (44566);USD;3-6;Mexico;data science expertise, digital transformation, technical architecture, domain knowledge, engineering capabilities, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (46521);USD;10-12;Mexico;camunda expertise, aws proficiency, technical language, data science skills, engineering knowledge, consulting, domain expert, program manager, telecom;n/a
Data Scientist-I-SUPPORT SERVICES-CTO Head;USD;2-5;Bengaluru;data science techniques, machine learning models, statistical analysis, programming (python, sql), feature engineering, algorithms, sas, team player;n/a
Analytics and Modeling Associate Manager;USD;5-8;Mumbai;data analysis, ai modeling, business insights, process improvement, sales intelligence, global delivery, consulting, data science, data scientist;n/a
Group Product Analyst I;USD;4-8;Bengaluru;web analytics expert, business analytics, data visualization, sql proficiency, a, b testing knowledge, dashboards, tableau, data science;n/a
Hiring For Sr. AI ML (GEN AI) - Agentic AI;USD;5-7;Bengaluru;data science expertise, genai solutions, robotics frameworks, python programming, cloud technologies, git, postgresql, operating system, machine learning;n/a
Staff Business Data Architect;USD;7-10;Bengaluru;data architecture design, business analytics, ai integration, data governance, cloud solutions, advanced analytics, dashboards, data science, use cases;n/a
Assistant Manager - PL - Emerging;USD;2-3;Faizabad;data science expertise, team leadership, data management, sales target achievement, problem solving, insurance, loans, portfolio, query resolution, risk;n/a
Senior Data Scientist Manager, Product, Google Pay;USD;1-4;Singapore;statistical analysis, data science expertise, python programming, team leadership, product analytics, job posting, recruitment, workforce, communication, decision making;n/a
Career Opportunities: Data Engineer (46035);USD;5-10;Mexico;data science expertise, digital transformation, engineering skills, domain knowledge, client management, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Manager (46054);USD;3-5;Mexico;data science expertise, digital transformation, engineering solutions, program management, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (45744);USD;1-5;Mexico;digital transformation, data science expertise, engineering proficiency, domain knowledge, flexible career paths, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Team Lead (46523);USD;3-5;Mexico;aws cloud services, api integration, , net development, corporate actions, data science, program manager, .net, telecom, technical skills;n/a
Career Opportunities: Senior Data Engineer (46393);USD;5-10;Mexico;data science expertise, digital transformation, engineering capabilities, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46392);USD;5-8;Mexico;data science expertise, technology services, business transformation, engineering capabilities, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Manager (46054);USD;5-10;Mexico;data science expertise, digital transformation, client consultation, technical architecture, engineering skills, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (45953);USD;5-8;Mexico;data science expertise, digital transformation, engineering skills, program management, agile methodologies, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior-QA Engineer (46582);USD;5-10;Mexico;data science expertise, digital transformation, engineering skills, domain understanding, client engagement, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46392);USD;3-5;Mexico;data science expertise, digital transformation, engineering knowledge, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Executive (46237);USD;5-10;Mexico;data science expertise, digital transformation, engineering skills, technology services, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Deputy Manager (44566);USD;5-10;Mexico;data science expertise, technology services, digital transformation, engineering skills, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (45369);USD;5-8;Mexico;data science techniques, digital transformation, technology services, engineering skills, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Data Science Intern (Semester 2026) - P&G Management Internship Program - Bachelor's Degree or above;USD;0;Malaysia, Singapore;data science expertise, python proficiency, machine learning models, statistical modelling, strong communication, information technology, technical skills, big data, crm;n/a
Applied Scientist;USD;1-5;Redmond;generative ai expertise, machine learning algorithms, data science techniques, prompt engineering, mlops support, mathematics, physics, art, statistics;n/a
Career Opportunities: Associate Director (45744);USD;5-8;Mexico;digital transformation, data science expertise, engineering skills, domain knowledge, client management, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Java Developer (46290);USD;3-8;Mexico;data science expertise, engineering knowledge, digital transformation, domain understanding, technology integration, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Director (46254);USD;5-7;Mexico;digital transformation, data science expertise, engineering skills, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Executive (46238);USD;3-5;Mexico;data science expertise, digital transformation, engineering skills, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Consultant (45417);USD;3-6;Mexico;data science expertise  digital transformation  engineering skills  domain understanding  technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (44619);USD;5-10;Mexico;data science concepts, digital transformation, engineering expertise, domain understanding, client management, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior-Software Engineer (46578);USD;3-5;Mexico;data science expertise, digital transformation, technical architecture, business analysis, client engagement, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Deputy Manager (44619);USD;3-5;Mexico;data science techniques, digital transformation, technology services, engineering expertise, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Senior Reservoir Engineer;USD;8-10;Bengaluru;reservoir simulation, performance monitoring, data science, team leadership, problem solving, recruitment, leave, workforce, immigration, processing, compensation, placement;n/a
Sr. Professional, Reporting Analyst;USD;2-5;Mumbai;data analysis, statistical models, kpi understanding, querying data, business performance, data analytics, data science, reporting analyst, dashboards;n/a
Career Opportunities: Architect (45024);USD;3-8;Mexico;data science expertise, digital transformation, technology services, domain understanding, engineering capabilities, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Deputy Manager (44566);USD;3-7;Mexico;data science expertise, engineering skills, digital transformation, technology services, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Manager (44626);USD;5-8;Mexico;data science expertise, engineering principles, technology services, digital transformation, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Intern (46595);USD;5-8;Mexico;data science expertise, digital transformation, technology services, engineering solutions, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Intern (46337);USD;3-5;Mexico;data science expertise, digital transformation, technology services, engineering skills, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Intern (46295);USD;3-5;Mexico;data science expertise, technology services, digital transformation, engineering capabilities, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Executive (46237);USD;5-8;Mexico;data science expertise, digital transformation, technology consulting, engineering capabilities, project management skills, domain expert, program manager, telecom;n/a
Career Opportunities: Consultant (45417);USD;5-10;Mexico;data science techniques, digital transformation, engineering expertise, technology services, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Data Scientist;USD;0;Hyderabad/Secunderabad;advanced analytics, data analytics, big data analytics, data science, data scientist;n/a
Senior Machine Learning Engineer;USD;5-8;Hyderabad/Secunderabad;ai, ml solutions   python programming   data science knowledge   product development   object oriented coding, algorithms, atg, san, machine learning, servicenow;n/a
Senior Specialist  Cyber Security Operations Metrics Analyst;USD;8-11;Hyderabad/Secunderabad;data analysis, cybersecurity metrics, data visualization, statistical testing, machine learning, information technology, regression analysis, dashboards, data science, data analytics;n/a
Lalamove - Manager, Business Analytics;USD;5-10;Hong Kong;business analytics, data analysis, executive communication, sql & r expertise, strategic insights, advanced analytics, bi, tableau, data science;n/a
Sr. Manager (credit risk modeling);USD;5-10;Bengaluru;credit risk models, data science collaboration, stakeholder engagement, regulatory compliance, model development, risk modeling, cross selling, banking, portfolio, lending;n/a
Data Scientist;USD;1-5;Redmond;data science techniques, machine learning models, statistical analysis, data visualization, api development, model development, innovation, harness, cutting;n/a
Student Researcher, PhD, Winter/Summer 2026;USD;1-3;Canada;computer science research, programming languages, machine learning techniques, data science methods, natural language understanding, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Architect (46479);USD;3-5;Mexico;data science expertise, digital transformation, client management, technical architecture, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (45369);USD;5-8;Mexico;data science techniques, digital transformation strategies, engineering expertise, domain knowledge, technical architecture design, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (45025);USD;5-10;Mexico;digital transformation, data science expertise, engineering capabilities, client relationship management, business technology alignment, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Manager (46054);USD;5-10;Mexico;data science expertise, engineering skills, digital transformation, domain knowledge, technology solutions, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (45953);USD;3-5;Mexico;data science expertise, digital transformation, technical engineering, client management, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior-Software Engineer 1 (46579);USD;3-8;Mexico;data science expertise, digital transformation, engineering skills, domain knowledge, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior-Software Engineer (46585);USD;3-5;Mexico;data science expertise, digital transformation, project management, engineering skills, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (46379);USD;2-6;Mexico;data science expertise, digital transformation, engineering capabilities, domain understanding, competitive advantage, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46396);USD;1-5;Mexico;data science techniques, digital transformation, engineering expertise, domain understanding, client consulting skills, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46399);USD;3-5;Mexico;data science expertise, digital transformation, engineering skills, technology services, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Intern (46295);USD;3-5;Mexico;data science expertise, engineering principles, digital transformation, project management, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (45953);USD;2-5;Mexico;data science expertise, engineering knowledge, digital transformation, client management, technology services, consulting, domain expert, program manager, telecom;n/a
Open Career Opportunities, Verily Life Sciences;USD;5-10;Canada, Boston, Dallas;data science, healthcare technology, cross functional teamwork, disease prevention, health data management, job posting, recruitment, workforce, communication;n/a
Information Technology Development Program;USD;0;Bengaluru;advanced analytics, cyber security, data science, project management, technical leadership, h1, learning, technical training, career development;n/a
Applied Scientist;USD;1-5;Redmond;generative ai expertise, machine learning algorithms, data science techniques, prompt engineering, mlops support, mathematics, physics, art, statistics;n/a
Career Opportunities: Architect (46479);USD;3-5;Mexico;data science expertise, digital transformation, client management, technical architecture, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Software Developer (45881);USD;2-5;Mexico;data science expertise, engineering skills, digital transformation knowledge, domain understanding, client management skills, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Manager (46054);USD;5-10;Mexico;data science expertise, engineering skills, digital transformation, domain knowledge, technology solutions, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (45953);USD;3-5;Mexico;data science expertise, digital transformation, technical engineering, client management, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior-Software Engineer 1 (46579);USD;3-8;Mexico;data science expertise, digital transformation, engineering skills, domain knowledge, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior-Software Engineer (46585);USD;3-5;Mexico;data science expertise, digital transformation, project management, engineering skills, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior-Software Engineer (46578);USD;3-5;Mexico;data science expertise, digital transformation, technical architecture, business analysis, client engagement, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Deputy Manager (44619);USD;3-5;Mexico;data science techniques, digital transformation, technology services, engineering expertise, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Senior Machine Learning Engineer;USD;5-8;Hyderabad/Secunderabad;ai, ml solutions   python programming   data science knowledge   product development   object oriented coding, algorithms, atg, san, machine learning, servicenow;n/a
Senior Specialist  Cyber Security Operations Metrics Analyst;USD;8-11;Hyderabad/Secunderabad;data analysis, cybersecurity metrics, data visualization, statistical testing, machine learning, information technology, regression analysis, dashboards, data science, data analytics;n/a
Sr. Manager (credit risk modeling);USD;5-10;Bengaluru;credit risk models, data science collaboration, stakeholder engagement, regulatory compliance, model development, risk modeling, cross selling, banking, portfolio, lending;n/a
Sr. Manager (credit risk modeling);USD;5-10;Bengaluru;credit risk models, data science collaboration, stakeholder engagement, regulatory compliance, model development, risk modeling, cross selling, banking, portfolio, lending;n/a
Principal Data Scientist;USD;5-12;Redmond;data science leadership, statistical analysis, a, b testing, sql proficiency, machine learning methods, mathematics, principal, economics, operations research, statistics;n/a
Principal Applied Scientist;USD;5-12;Redmond;machine learning, artificial intelligence, data science, research collaboration, product development, security, software engineering, san, github, visual studio, production environment;n/a
Student Researcher, PhD, Winter/Summer 2026;USD;1-3;Canada;computer science research, programming languages, machine learning techniques, data science methods, natural language understanding, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Senior Software Developer (45881);USD;2-5;Mexico;data science expertise, engineering skills, digital transformation knowledge, domain understanding, client management skills, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46392);USD;3-5;Mexico;data science expertise, digital transformation, business technology alignment, engineering solutions, client relationship management, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (45369);USD;5-8;Mexico;data science techniques, digital transformation strategies, engineering expertise, domain knowledge, technical architecture design, consulting, domain expert, program manager, telecom;n/a
Senior Data Analyst;USD;4-7;Chennai;data analytics, big data analytics, data mining, data reports, data analyst, database, data science, data scientist, analyst;n/a
Statistician-Big Data;USD;4-7;Hyderabad/Secunderabad;data analytics, big data analytics, consulting, bi, data warehousing, statistician, tableau, data science, use cases, data visualization;n/a
Consultant;USD;4-8;Mumbai;spss, data science, statistical modeling, crm, advanced analytics, customer analytics, sas, consulting, mobile, solution delivery, tableau, consultant;n/a
Data Scientist;USD;3-6;Gurugram;time series analysis, linear regression, data science, data scientist, logistic regression, image processing, advanced analytics, factor analysis;n/a
Sr. Data Scientist / Machine Learning Engineer - Gen AI & LLM;USD;5-8;Bengaluru;large language models, mlops best practices, data science workloads, generative ai applications, technical mentorship, ensemble, apache, san, machine learning;n/a
Data Scientist;USD;3-5;Bengaluru;data science principles, project management skills, data analysis techniques, problem solving ability, initiative in exploration, mathematics, statistics;n/a
Staff Technical Product Manager - Subscription Control Tower;USD;5-8;Bengaluru;product vision development, dashboard design, agile methodologies, stakeholder communication, data visualization tools, bi, dashboards, data science, tableau, system architecture;n/a
Marketing Analyst;USD;3-5;Pune;data analysis expertise, advanced sql skills, tableau dashboard development, stakeholder engagement, data visualization techniques, dashboards, security, data science, alteryx;n/a
Software Engineer II;USD;3-7;Redmond;software engineering, data science, machine learning, azure services, python development, security, debugging, api, big data, san, github, infrastructure;n/a
Career Opportunities: Architect (45025);USD;5-10;Mexico;digital transformation, data science expertise, engineering capabilities, client relationship management, business technology alignment, consulting, domain expert, program manager, telecom;n/a
Business Intelligence -II-SUPPORT SERVICES-CTO Head;USD;2-5;Bengaluru;data science techniques, machine learning models, statistical analysis, programming skills, feature engineering, python, algorithms, sql, sas, team player;n/a
Assistant Manager - PL - Emerging;USD;2-3;Cuttack;data science expertise, team management skills, sales query resolution, data coordination, customer complaint handling, insurance, loans, portfolio, risk;n/a
Student Researcher, BS/MS, Winter/Summer 2026;USD;0;Canada;computer science knowledge, research experience, programming languages, data science techniques, machine learning concepts, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Senior Data Engineer (46397);USD;5-9;Mexico;data science techniques, digital transformation, technology services, engineering expertise, business impact maximization, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (44622);USD;3-5;Mexico;data science expertise, engineering principles, digital transformation, business impact analysis, technology integration, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer 4 (46396);USD;5-10;Mexico;data science techniques, digital transformation, engineering capabilities, business impact maximization, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (45023);USD;3-5;Mexico;data science expertise, technology services, digital transformation, project management, client relationship management, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (46341);USD;5-10;Mexico;data science expertise, engineering solutions, digital transformation, technical architecture, client management skills, consulting, domain expert, program manager, telecom;n/a
Infogain looking for Analytics Developer (Standard), Bangalore, India 4.5-6 Years Experience in Analytics Development;USD;4-6;Bengaluru;analytics development, python programming, data visualization, sql expertise, machine learning, business requirements, bi, predictive analytics, tableau, data science;n/a
Career Opportunities: Deputy Manager (45952);USD;3-7;Mexico;data science expertise, digital transformation, engineering skills, business technology bridging, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Sr. Data Analyst;USD;2-5;Mumbai;data analysis, data analytics, data mining, business analysis, business analyst, data analyst, data science, advanced excel;n/a
Data Scientist;USD;4-7;Noida/Greater Noida;data mining, linear regression, sql, data science, data scientist, cluster analysis, logistic regression, sas, consulting, predictive analytics, vba;n/a
CX Operations Analyst;USD;3-5;Bengaluru;operations analysis   customer experience   data driven insights   process automation   project management, san, predictive analytics, data science, use cases;n/a
Manager of Quantitative Research;USD;5-8;Chicago;statistical modeling, project management, data science techniques, financial analysis, team leadership, storage, sql, software engineering, big data, python;n/a
Artificial Intelligence Product Management Consultant;USD;5-8;Dallas;data science expertise, machine learning development, ai implementation strategy, product management, customer relationship management, cgi, artificial intelligence, consultant;n/a
Student Researcher, 2025;USD;1-4;Australia;research experience, programming languages, natural language processing, machine learning, data science, algorithms, c, java, software engineering, python, javascript;n/a
Software Engineer II;USD;3-7;Redmond;software engineering, data science, machine learning, azure services, python development, security, debugging, api, big data, san, github, infrastructure;n/a
Assistant Manager - PL - Emerging;USD;2-3;Chhatrapati Sambhajinagar;data science expertise, team leadership skills, sales management, data coordination, problem resolution, insurance, loans, portfolio, query resolution, risk;n/a
Career Opportunities: Architect (46521);USD;1-4;Mexico;aws expertise, technical language proficiency, digital transformation, data science skills, engineering competence, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Executive (46238);USD;5-10;Mexico;data science techniques   digital transformation   business impact analysis   engineering solutions   domain understanding, consulting, domain expert, program manager, telecom;n/a
Solutions Architect, HER and FSI;USD;5-9;Brazil;solutions architecture, deep learning frameworks, data science applications, parallel computing, technical communication, cuda, artificial intelligence, docker, machine learning;n/a
Senior Data Scientist;USD;5-7;Navi Mumbai;data science techniques, python coding, interactive dashboards, time series analysis, natural language processing, security, use cases, data scientist, data governance;n/a
Principal Applied Sciences Manager;USD;3-9;San Francisco, New York City;large language models, machine learning techniques, data science applications, engineering systems optimization, people management experience, fundamentals, artificial intelligence, security, san;n/a
Solution Architect - NVAITC Industry;USD;5-9;Sweden;ai integration expertise, data science theory, machine learning proficiency, advanced computing knowledge, cloud infrastructure optimization, algorithms, solution architect, computer graphics;n/a
Student Researcher, 2026;USD;0;France, Germany, Switzerland;natural language understanding, machine learning techniques, research community contribution, programming languages proficiency, data science applications, job posting, recruitment, workforce, communication;n/a
Applied Scientist 5;USD;10-13;Bengaluru, Hyderabad/Secunderabad;machine learning (ml), natural language processing (nlp), data science applications, experiment design, cloud services development, algorithms, security, oracle;n/a
Career Opportunities: Senior Team Lead (46523);USD;3-7;Mexico;aws cloud services, , net framework, api integration, corporate actions, data science expertise, program manager, .net, telecom, technical skills;n/a
AstraZenecaCETAssociate Principal AI Scientist (Activity optimization lead), Commercial Advanced Analytics, Custome;USD;5-8;Japan;data science solutions, advanced modelling algorithms, python machine learning, sql data extraction, project management leadership, github, logical thinking;n/a
Student Researcher, 2026;USD;0;France, Germany, Switzerland;computer science expertise, research experience, programming languages, data science knowledge, machine learning applications, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Manager (45953);USD;5-7;Mexico;data analysis, digital transformation, technology services, client management, engineering solutions, consulting, domain expert, data science, program manager, telecom;n/a
Solutions Architect, HER and FSI;USD;5-9;Brazil;solutions architecture, deep learning frameworks, data science applications, parallel computing, technical communication, cuda, artificial intelligence, docker, machine learning;n/a
Manager of Quantitative Research;USD;5-8;Chicago;statistical modeling, project management, data science techniques, financial analysis, team leadership, storage, sql, software engineering, big data, python;n/a
Artificial Intelligence Product Management Consultant;USD;5-8;Dallas;data science expertise, machine learning development, ai implementation strategy, product management, customer relationship management, cgi, artificial intelligence, consultant;n/a
Student Researcher, 2025;USD;1-4;Australia;research experience, programming languages, natural language processing, machine learning, data science, algorithms, c, java, software engineering, python, javascript;n/a
Student Researcher, 2025;USD;0;Australia;research experience, programming languages, data science techniques, machine learning, natural language processing, algorithms, c, java, software engineering, python, javascript;n/a
Assistant Manager - PL - Emerging;USD;2-3;Chhatrapati Sambhajinagar;data science expertise, team leadership skills, sales management, data coordination, problem resolution, insurance, loans, portfolio, query resolution, risk;n/a
Career Opportunities: Architect (46521);USD;1-4;Mexico;aws expertise, technical language proficiency, digital transformation, data science skills, engineering competence, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Executive (46238);USD;5-10;Mexico;data science techniques   digital transformation   business impact analysis   engineering solutions   domain understanding, consulting, domain expert, program manager, telecom;n/a
Student Researcher, 2026;USD;0;France, Germany, Switzerland;computer science expertise, research experience, programming languages, data science knowledge, machine learning applications, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Manager (45953);USD;5-7;Mexico;data analysis, digital transformation, technology services, client management, engineering solutions, consulting, domain expert, data science, program manager, telecom;n/a
Intern - Supply Resilience Analyst;USD;0;Hyderabad/Secunderabad;supply chain management, data analytics, statistical analysis, predictive modeling, risk management, technology leadership, storage, data science, mobile, analyst;n/a
CX Automation Analyst;USD;3-6;Bengaluru;data analysis, ai chatbot development, process improvement, project management, customer experience, san, predictive analytics, data science, use cases;n/a
Business Intelligence Analyst;USD;4-7;Pune;business data analysis, salesforce reporting, jira management, ivr system optimization, data visualization techniques, bi, storage, dashboards, data science, analyst;n/a
Senior Data Scientist;USD;5-7;Navi Mumbai;data science techniques, python coding, interactive dashboards, time series analysis, natural language processing, security, use cases, data scientist, data governance;n/a
Principal Applied Sciences Manager;USD;3-9;San Francisco, New York City;large language models, machine learning techniques, data science applications, engineering systems optimization, people management experience, fundamentals, artificial intelligence, security, san;n/a
Product Manager  Counter-Terror Solutions - Vehere;USD;5-9;Kolkata;product lifecycle management, stakeholder engagement, market analysis, strategic planning, threat intelligence, rfps, user stories, rfis, security, data science, use cases;n/a
Applied Scientist;USD;1-5;Redmond;machine learning development, data analysis techniques, predictive analytics, statistical modeling, fraud detection systems, visualization, security, data science, debugging, san, consulting;n/a
Solution Architect - NVAITC Industry;USD;5-9;Sweden;ai integration expertise, data science theory, machine learning proficiency, advanced computing knowledge, cloud infrastructure optimization, algorithms, solution architect, computer graphics;n/a
Senior Data Scientist;USD;5-8;Bengaluru, Delhi, Hyderabad/Secunderabad, Mumbai, Pune;ai, ml model development, mathematical proficiency, statistical analysis, python programming, communication skills, advanced analytics, data science, data scientist;n/a
Student Researcher, 2026;USD;0;France, Germany, Switzerland;natural language understanding, machine learning techniques, research community contribution, programming languages proficiency, data science applications, job posting, recruitment, workforce, communication;n/a
Senior Business Analyst;USD;0;Mumbai;data analytics, big data analytics, consulting, bi, business analyst, senior business analyst, data science, data visualization;n/a
Marketing Data Expert;USD;2-5;Noida/Greater Noida;data analysis tools, performance monitoring, audience segmentation, data visualization, strategic recommendations, bi, dashboards, data science, data analyst, data governance;n/a
Intern - Supply Resilience Analyst;USD;0;Hyderabad/Secunderabad;supply chain management, data analytics, statistical analysis, predictive modeling, risk management, technology leadership, storage, data science, mobile, analyst;n/a
Data Scientist;USD;7-8;Bengaluru;artificial intelligence, data science, machine learning, statistical analysis, data visualization, algorithms, data mining, sql, security, java, hadoop, big data, python;n/a
Junior Researcher - Commercial Strategy;USD;0;Gurugram;data collection, market research, data analysis, pricing analysis, crm assistance, bi, dashboards, security, data science, data      analysis, business analysis;n/a
Business Intelligence Analyst;USD;4-7;Pune;business data analysis, salesforce reporting, jira management, ivr system optimization, data visualization techniques, bi, storage, dashboards, data science, analyst;n/a
Area Manager - PL - Prime - T1/Senior Ar...;USD;2-3;Hyderabad/Secunderabad;data science expertise, team management, sales strategy, problem solving, data management, channel sales, team handling, area manager, marketing, team leader, build;n/a
Principal Data Scientist;USD;5-10;Redmond;data science techniques, statistical analysis, experimental design, programming languages, cross group collaboration, c, program management, java, c#, san, python;n/a
Open Career Opportunities, Verily Life Sciences;USD;5-8;Canada, Boston, Dallas;health data analysis, cross functional collaboration, technology integration, disease management solutions, data science expertise, job posting, recruitment, workforce, communication;n/a
Student Researcher, 2025;USD;0;Australia;research experience, programming languages, data science techniques, machine learning, natural language processing, algorithms, c, java, software engineering, python, javascript;n/a
