,name,salary,currency,experience,location,skills,extra_data,link,isparsing
152,Начальник отдела планирования и бюджетного контроля,0,RUB,3,Москва,"Бюджетирование строительства, Ведение EPC-контрактов",0,https://russia.superjob.ru/vakansii/nachalnik-otdela-planirovaniya-i-byudzhetnogo-kontrolya-51312781.html,1
153,Руководитель отдела гипермаркета,90000,RUB,0,Красногорск,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 90 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 90 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации, Организация рабочего процесса, Управление расписанием",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347042.html,1
154,Руководитель отдела гипермаркета,90000,RUB,0,Химки,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 90 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 90 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347041.html,1
155,Руководитель отдела гипермаркета,90000,RUB,0,Мытищи,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 90 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 90 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347040.html,1
156,Руководитель отдела гипермаркета,80000,RUB,0,Екатеринбург,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 80 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 80 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347039.html,1
157,Руководитель отдела гипермаркета,95000,RUB,0,Кудрово,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 95 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 95 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации, Организация рабочего процесса, Управление расписанием",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347037.html,1
158,Руководитель отдела гипермаркета,85000,RUB,0,Санкт-Петербург,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 85 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 85 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347036.html,1
159,Руководитель отдела гипермаркета,65000,RUB,0,Самара,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 65 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 65 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347034.html,1
160,Руководитель отдела гипермаркета,90000,RUB,0,Москва,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 90 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 90 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347033.html,1
161,Руководитель отдела гипермаркета,70000,RUB,0,Краснодар,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 70 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 70 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347032.html,1
162,Руководитель отдела гипермаркета,80000,RUB,0,Санкт-Петербург,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 80 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 80 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347031.html,1
163,Руководитель отдела гипермаркета,90000,RUB,0,Москва,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 90 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 90 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347030.html,1
164,Руководитель отдела гипермаркета,90000,RUB,0,Видное,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 90 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 90 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347028.html,1
165,Руководитель отдела гипермаркета,80000,RUB,0,Казань,0,"ВАКАНСИЯ: РУКОВОДИТЕЛЬ ОТДЕЛА ГИПЕРМАРКЕТА – ДОХОД ОТ 80 000 ₽/МЕС!, Управляй, зарабатывай, расти – твоя карьера начинается здесь!, ВАШ ДОХОД БУДЕТ РАСТИ ВМЕСТЕ С ВАМИ:, Гарантированный доход от 80 000 ₽ (оклад + фиксированный бонус), +20% ежеквартальная премия, Реферальная программа – получай до 40 000 ₽ за каждого приведенного специалиста, Компенсация питания 2 600 ₽ + льготные обеды в корпоративной столовой, Скидки 15% на весь ассортимент + эксклюзивные предложения от партнеров, ТОЛЬКО У НАС – УСЛОВИЯ ПРЕМИУМ-КЛАССА:, Гибкий график 5;2 – выходные по договоренности, Возможность подработки – увеличивай доход, когда удобно тебе, Бесплатный медосмотр + оформление медкнижки за счет компании, Корпоративный транспорт для поздних смен, ВАШИ ВОЗМОЖНОСТИ:, Полное управление отделом площадью 500+ м², Реализация амбициозных KPI и планов продаж, Формирование собственной команды профессионалов, Доступ к эксклюзивным тренингам от топ-менеджеров сети, КАРЬЕРНЫЙ ТУРБО-РЕЖИМ:, Перспектива роста до директора гипермаркета за 12 месяцев, Стажировки в головном офисе – перенимай опыт лучших, МЫ ИЩЕМ ТЕБЯ, ЕСЛИ ТЫ:, Имеешь опыт управления отделом/магазином от 1 года, Умеешь анализировать данные и принимать решения, Готов к профессиональным вызовам и высокой ответственности, Хочешь реальных результатов и достойной оплаты труда, Пожелания к кандидату:, Приветствуется опыт работы в розничной торговле от 1 года на аналогичной должности в таких компаниях как: Азбука Вкуса, Вкусвилл, Лента, Пятерочка, Магнит, Перекресток, Билла, Карусель, Дикси, Мясницкий ряд, Верный, Глобус, Вкусно и точка, Самокат, Яндекс еда, Спар, Euro Spar, Магнолия, Красное белое, Fix Price, Мясновъ Мираторг, Ремит., Дополнительные преимущества:, Питание, Скидки в компании, Спецодежда, Ключевые навыки: Ведение документации",https://russia.superjob.ru/vakansii/rukovoditel-otdela-gipermarketa-51347027.html,1
