name,salary,currency,experience,location,link,skills
Бизнес/Системный аналитик (ECOM),140000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/128194479,"Бизнес-анализ, Системный анализ, BPMN, BABOK, Разработка бизнес-требований, Постановка задач разработчикам, Моделирование бизнес-процессов, Документирование бизнес-требований, Анализ требований, User Story"
Бизнес-аналитик,150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128063714,
ML-инженер (Stable Diffusion),1500,USD,1–3,Москва / Россия,https://hh.ru/vacancy/128026684,"Stable Diffusion, SD, Sdxl, Computer Vision, OpenCV, FastAPI, Docker, Машинное обучение, Нейронные сети"
Бизнес-аналитик 1С,250000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127207767,"MS Office, MS Visio"
Бизнес-аналитик 1С,250000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127207767,"MS Office, MS Visio"
Бизнес-аналитик,220000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127110435,"1С: Управление предприятием, ERP-системы на базе 1С, Управление проектами, Оптимизация бизнес-процессов, 1С: Комплексная автоматизация, Разработка регламентов, Ведение переговоров, внедрение информационных систем, 1C: Финансы"
Junior Data Analyst/Аналитик данных,90000,RUB,0,Москва / Россия,https://hh.ru/vacancy/127825352,"Java, Spring Framework, Micronaut, Hibernate"
Data Engineer / Инженер Данных,5000,USD,6,Москва / Россия,https://hh.ru/vacancy/127834551,"Python, PostgreSQL, Golang, Clickhouse, Английский — B2 — Средне-продвинутый"
Data-аналитик,500000,KZT,3–6,Алматы / Казахстан,https://hh.ru/vacancy/127766859,
"Аналитик ресторанного бизнеса, BI-аналитик",130000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127390919,"Аналитическое мышление, Бизнес-анализ, Анализ бизнес-процессов, Оптимизация бизнес-процессов, MS Excel, Power BI"
Бизнес-аналитик (WMS-системы),3000,BYN,1–3,Минск / Беларусь,https://hh.ru/vacancy/122514778,
Middle+ / Senior Data-инженер,250000,RUB,6,Новосибирск / Россия,https://hh.ru/vacancy/119062196,"Big Data, pandas, Математическая статистика, SQL, Git, ETL, Hadoop, Java, Python, Groovy, Atlassian Jira, Atlassian Confluence, Английский — B2 — Средне-продвинутый"
Senior бизнес-аналитик,150000,RUB,6,Москва / Россия,https://hh.ru/vacancy/116576421,"Бизнес-анализ, SQL, Разработка пользовательской документации, Анализ бизнес-процессов, Разработка бизнес-требований, Моделирование бизнес-процессов, Реинжиниринг бизнес-процессов, Описание бизнес-процессов, Автоматизация бизнес-процессов"
Бизнес-аналитик 1С (ERP),180000,RUB,1–3,Новосибирск / Россия,https://hh.ru/vacancy/128149023,
Аналитик данных,1500,USD,3–6,Москва / Россия,https://hh.ru/vacancy/128008973,"SQL, PostgreSQL, ETL, Apache Airflow, Greenplum, Clickhouse, Apache Superset, Английский — B1 — Средний"
Аналитик данных (Middle),225000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128064820,"SQL, проектирование моделей данных, СУБД, ETL, Python, Power BI, API, Базы данных, облачные сервисы, хранилище данных"
Бизнес-аналитик,250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/124950775,
Бизнес-аналитик/системный аналитик (офис),300000,RUB,6,Москва / Россия,https://hh.ru/vacancy/126418937,
Аналитик баз данных,100000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128134810,"DataLens, PowerBi, 1С, Аналитическое мышление, Системное мышление, Работа с базами данных, Работа с большим объемом информации, Визуализация данных, Математическая статистика, Формирование аналитической отчетности, MS Excel, Power Pivot, Power Query"
